match_id,team_color,goal_difference,match_duration,overtime,player_count,winner,afk_probability,match_date,goal_diff_category,duration_bucket,is_competitive,team_mode,team_color_encoded,mode_Doubles,mode_Duel,mode_Standard,winner_encoded
489,Orange,1,399,False,2,Orange,0.079,2025-07-16,close,long,1,Orange_Doubles,1,True,False,False,2
490,Orange,1,350,False,2,Orange,0.058,2025-08-15,close,normal,1,Orange_Doubles,1,True,False,False,2
491,Blue,4,318,False,2,Blue,0.081,2025-07-26,large_win,normal,0,Blue_Doubles,0,True,False,False,0
492,Blue,-4,292,False,1,Orange,0.132,2025-08-15,large_loss,short,0,Blue_Duel,0,False,True,False,2
493,Blue,4,334,False,3,Blue,0.094,2025-10-13,large_win,normal,0,Blue_Standard,0,False,False,True,0
494,Blue,-6,340,False,1,Orange,0.051,2025-07-27,large_loss,normal,0,Blue_Duel,0,False,True,False,2
495,Orange,1,379,False,2,Orange,0.083,2025-06-13,close,long,1,Orange_Doubles,1,True,False,False,2
496,Orange,6,312,False,1,Orange,0.083,2025-06-21,large_win,normal,0,Orange_Duel,1,False,True,False,2
497,Orange,-4,296,False,2,Blue,0.114,2025-07-15,large_loss,short,0,Orange_Doubles,1,True,False,False,0
498,Blue,-6,319,False,3,Orange,0.099,2025-11-03,large_loss,normal,0,Blue_Standard,0,False,False,True,2
499,Orange,-3,283,False,2,Blue,0.143,2025-07-03,large_loss,short,0,Orange_Doubles,1,True,False,False,0
500,Blue,-6,385,False,3,Orange,0.087,2025-10-17,large_loss,long,0,Blue_Standard,0,False,False,True,2
